,zip_code,type,city,county,state,short_state
19808,46809,Standard,Fort Wayne,Allen County,Indiana,IN
19809,46814,Standard,Fort Wayne,Allen County,Indiana,IN
19810,46815,Standard,Fort Wayne,Allen County,Indiana,IN
19811,46816,Standard,Fort Wayne,Allen County,Indiana,IN
19812,46818,Standard,Fort Wayne,Allen County,Indiana,IN
19813,46819,Standard,Fort Wayne,Allen County,Indiana,IN
19814,46825,Standard,Fort Wayne,Allen County,Indiana,IN
19815,46835,Standard,Fort Wayne,Allen County,Indiana,IN
19816,46845,Standard,Fort Wayne,Allen County,Indiana,IN
19817,46850,PO Box,Fort Wayne,Allen County,Indiana,IN
19818,46851,PO Box,Fort Wayne,Allen County,Indiana,IN
19819,46852,PO Box,Fort Wayne,Allen County,Indiana,IN
19820,46853,PO Box,Fort Wayne,Allen County,Indiana,IN
19821,46854,PO Box,Fort Wayne,Allen County,Indiana,IN
19822,46855,PO Box,Fort Wayne,Allen County,Indiana,IN
19823,46856,PO Box,Fort Wayne,Allen County,Indiana,IN
19824,46857,PO Box,Fort Wayne,Allen County,Indiana,IN
19825,46858,PO Box,Fort Wayne,Allen County,Indiana,IN
19826,46859,PO Box,Fort Wayne,Allen County,Indiana,IN
19827,46860,PO Box,Fort Wayne,Allen County,Indiana,IN
19828,46861,PO Box,Fort Wayne,Allen County,Indiana,IN
19829,46862,PO Box,Fort Wayne,Allen County,Indiana,IN
19830,46863,PO Box,Fort Wayne,Allen County,Indiana,IN
19831,46864,PO Box,Fort Wayne,Allen County,Indiana,IN
19832,46865,PO Box,Fort Wayne,Allen County,Indiana,IN
19833,46866,PO Box,Fort Wayne,Allen County,Indiana,IN
19834,46867,PO Box,Fort Wayne,Allen County,Indiana,IN
19835,46868,PO Box,Fort Wayne,Allen County,Indiana,IN
19836,46869,PO Box,Fort Wayne,Allen County,Indiana,IN
19837,46885,PO Box,Fort Wayne,Allen County,Indiana,IN
19838,46895,PO Box,Fort Wayne,Allen County,Indiana,IN
19839,46896,PO Box,Fort Wayne,Allen County,Indiana,IN
19840,46897,Unique,Fort Wayne,Allen County,Indiana,IN
19841,46898,PO Box,Fort Wayne,Allen County,Indiana,IN
19842,46899,PO Box,Fort Wayne,Allen County,Indiana,IN
19843,46901,Standard,Kokomo,Howard County,Indiana,IN
19844,46902,Standard,Kokomo,Howard County,Indiana,IN
19845,46903,PO Box,Kokomo,Howard County,Indiana,IN
19846,46904,PO Box,Kokomo,Howard County,Indiana,IN
19847,46910,Standard,Akron,Fulton County,Indiana,IN
19848,46911,Standard,Amboy,Miami County,Indiana,IN
19849,46912,PO Box,Athens,Fulton County,Indiana,IN
19850,46913,Standard,Bringhurst,Carroll County,Indiana,IN
19851,46914,Standard,Bunker Hill,Miami County,Indiana,IN
19852,46915,Standard,Burlington,Carroll County,Indiana,IN
19853,46916,PO Box,Burrows,Carroll County,Indiana,IN
19854,46917,Standard,Camden,Carroll County,Indiana,IN
19855,46919,Standard,Converse,Miami County,Indiana,IN
19856,46920,Standard,Cutler,Carroll County,Indiana,IN
19857,46921,PO Box,Deedsville,Miami County,Indiana,IN
19858,46922,PO Box,Delong,Fulton County,Indiana,IN
19859,46923,Standard,Delphi,Carroll County,Indiana,IN
19860,46926,Standard,Denver,Miami County,Indiana,IN
19861,46928,Standard,Fairmount,Grant County,Indiana,IN
19862,46929,Standard,Flora,Carroll County,Indiana,IN
19863,46930,PO Box,Fowlerton,Grant County,Indiana,IN
19864,46931,PO Box,Fulton,Fulton County,Indiana,IN
19865,46932,Standard,Galveston,Cass County,Indiana,IN
19866,46933,Standard,Gas City,Grant County,Indiana,IN
19867,46935,PO Box,Grass Creek,Fulton County,Indiana,IN
19868,46936,Standard,Greentown,Howard County,Indiana,IN
19869,46937,PO Box,Hemlock,Howard County,Indiana,IN
19870,46938,Standard,Jonesboro,Grant County,Indiana,IN
19871,46939,Standard,Kewanna,Fulton County,Indiana,IN
19872,46940,Standard,La Fontaine,Wabash County,Indiana,IN
19873,46941,Standard,Lagro,Wabash County,Indiana,IN
19874,46942,PO Box,Lake Cicott,Cass County,Indiana,IN
19875,46943,Standard,Laketon,Wabash County,Indiana,IN
19876,46945,PO Box,Leiters Ford,Fulton County,Indiana,IN
19877,46946,PO Box,Liberty Mills,Wabash County,Indiana,IN
19878,46947,Standard,Logansport,Cass County,Indiana,IN
19879,46950,Standard,Lucerne,Cass County,Indiana,IN
19880,46951,Standard,Macy,Miami County,Indiana,IN
19881,46952,Standard,Marion,Grant County,Indiana,IN
19882,46953,Standard,Marion,Grant County,Indiana,IN
19883,46957,PO Box,Matthews,Grant County,Indiana,IN
19884,46958,PO Box,Mexico,Miami County,Indiana,IN
19885,46959,Standard,Miami,Miami County,Indiana,IN
19886,46960,Standard,Monterey,Pulaski County,Indiana,IN
19887,46961,Standard,New Waverly,Cass County,Indiana,IN
19888,46962,Standard,North Manchester,Wabash County,Indiana,IN
19889,46965,PO Box,Oakford,Howard County,Indiana,IN
19890,46967,PO Box,Onward,Cass County,Indiana,IN
19891,46968,Standard,Ora,Starke County,Indiana,IN
19892,46970,Standard,Peru,Miami County,Indiana,IN
19893,46971,Standard,Grissom Arb,Miami County,Indiana,IN
19894,46974,Standard,Roann,Wabash County,Indiana,IN
19895,46975,Standard,Rochester,Fulton County,Indiana,IN
19896,46977,PO Box,Rockfield,Carroll County,Indiana,IN
19897,46978,Standard,Royal Center,Cass County,Indiana,IN
19898,46979,Standard,Russiaville,Howard County,Indiana,IN
19899,46980,PO Box,Servia,Wabash County,Indiana,IN
19900,46982,Standard,Silver Lake,Kosciusko County,Indiana,IN
19901,46984,PO Box,Somerset,Wabash County,Indiana,IN
19902,46985,Standard,Star City,Pulaski County,Indiana,IN
19903,46986,Standard,Swayzee,Grant County,Indiana,IN
19904,46987,PO Box,Sweetser,Grant County,Indiana,IN
19905,46988,Standard,Twelve Mile,Cass County,Indiana,IN
19906,46989,Standard,Upland,Grant County,Indiana,IN
19907,46990,Standard,Urbana,Wabash County,Indiana,IN
19908,46991,Standard,Van Buren,Grant County,Indiana,IN
19909,46992,Standard,Wabash,Wabash County,Indiana,IN
19910,46994,Standard,Walton,Cass County,Indiana,IN
19911,46995,PO Box,West Middleton,Howard County,Indiana,IN
19912,46996,Standard,Winamac,Pulaski County,Indiana,IN
19913,46998,PO Box,Young America,Cass County,Indiana,IN
19914,47001,Standard,Aurora,Dearborn County,Indiana,IN
19915,47003,Standard,West College Corner,Union County,Indiana,IN
19916,47006,Standard,Batesville,Ripley County,Indiana,IN
19917,47010,Standard,Bath,Franklin County,Indiana,IN
19918,47011,Standard,Bennington,Switzerland County,Indiana,IN
19919,47012,Standard,Brookville,Franklin County,Indiana,IN
19920,47016,Standard,Cedar Grove,Franklin County,Indiana,IN
19921,47017,Standard,Cross Plains,Ripley County,Indiana,IN
19922,47018,Standard,Dillsboro,Dearborn County,Indiana,IN
19923,47019,PO Box,East Enterprise,Switzerland County,Indiana,IN
19924,47020,Standard,Florence,Switzerland County,Indiana,IN
19925,47021,PO Box,Friendship,Ripley County,Indiana,IN
19926,47022,Standard,Guilford,Dearborn County,Indiana,IN
19927,47023,Standard,Holton,Ripley County,Indiana,IN
19928,47024,Standard,Laurel,Franklin County,Indiana,IN
19929,47025,Standard,Lawrenceburg,Dearborn County,Indiana,IN
19930,47030,Standard,Metamora,Franklin County,Indiana,IN
19931,47031,Standard,Milan,Ripley County,Indiana,IN
19932,47032,Standard,Moores Hill,Dearborn County,Indiana,IN
19933,47033,PO Box,Morris,Ripley County,Indiana,IN
19934,47034,PO Box,Napoleon,Ripley County,Indiana,IN
19935,47035,PO Box,New Trenton,Franklin County,Indiana,IN
19936,47036,Standard,Oldenburg,Franklin County,Indiana,IN
19937,47037,Standard,Osgood,Ripley County,Indiana,IN
19938,47038,Standard,Patriot,Switzerland County,Indiana,IN
19939,47039,PO Box,Pierceville,Ripley County,Indiana,IN
19940,47040,Standard,Rising Sun,Ohio County,Indiana,IN
19941,47041,Standard,Sunman,Ripley County,Indiana,IN
19942,47042,Standard,Versailles,Ripley County,Indiana,IN
19943,47043,Standard,Vevay,Switzerland County,Indiana,IN
19944,47060,Standard,West Harrison,Dearborn County,Indiana,IN
19945,47102,Standard,Austin,Scott County,Indiana,IN
19946,47104,Standard,Bethlehem,Clark County,Indiana,IN
19947,47106,Standard,Borden,Clark County,Indiana,IN
19948,47107,PO Box,Bradford,Harrison County,Indiana,IN
19949,47108,Standard,Campbellsburg,Washington County,Indiana,IN
19950,47110,Standard,Central,Harrison County,Indiana,IN
19951,47111,Standard,Charlestown,Clark County,Indiana,IN
19952,47112,Standard,Corydon,Harrison County,Indiana,IN
19953,47114,Standard,Crandall,Harrison County,Indiana,IN
19954,47115,Standard,Depauw,Harrison County,Indiana,IN
19955,47116,Standard,Eckerty,Crawford County,Indiana,IN
19956,47117,Standard,Elizabeth,Harrison County,Indiana,IN
19957,47118,Standard,English,Crawford County,Indiana,IN
19958,47119,Standard,Floyds Knobs,Floyd County,Indiana,IN
19959,47120,Standard,Fredericksburg,Washington County,Indiana,IN
19960,47122,Standard,Georgetown,Floyd County,Indiana,IN
19961,47123,Standard,Grantsburg,Crawford County,Indiana,IN
19962,47124,Standard,Greenville,Floyd County,Indiana,IN
19963,47125,Standard,Hardinsburg,Washington County,Indiana,IN
19964,47126,Standard,Henryville,Clark County,Indiana,IN
19965,47129,Standard,Clarksville,Clark County,Indiana,IN
19966,47130,Standard,Jeffersonville,Clark County,Indiana,IN
19967,47131,PO Box,Jeffersonville,Clark County,Indiana,IN
19968,47132,Unique,Jeffersonville,Clark County,Indiana,IN
19969,47133,Unique,Jeffersonville,Clark County,Indiana,IN
19970,47134,Unique,Jeffersonville,Clark County,Indiana,IN
19971,47135,Standard,Laconia,Harrison County,Indiana,IN
19972,47136,Standard,Lanesville,Harrison County,Indiana,IN
19973,47137,Standard,Leavenworth,Crawford County,Indiana,IN
19974,47138,Standard,Lexington,Scott County,Indiana,IN
19975,47139,PO Box,Little York,Washington County,Indiana,IN
19976,47140,Standard,Marengo,Crawford County,Indiana,IN
19977,47141,Standard,Marysville,Clark County,Indiana,IN
19978,47142,Standard,Mauckport,Harrison County,Indiana,IN
19979,47143,Standard,Memphis,Clark County,Indiana,IN
19980,47144,Unique,Jeffersonville,Clark County,Indiana,IN
19981,47145,Standard,Milltown,Crawford County,Indiana,IN
19982,47146,PO Box,Mount Saint Francis,Floyd County,Indiana,IN
19983,47147,Standard,Nabb,Clark County,Indiana,IN
19984,47150,Standard,New Albany,Floyd County,Indiana,IN
19985,47151,PO Box,New Albany,Floyd County,Indiana,IN
19986,47160,Standard,New Middletown,Harrison County,Indiana,IN
19987,47161,Standard,New Salisbury,Harrison County,Indiana,IN
19988,47162,Standard,New Washington,Clark County,Indiana,IN
19989,47163,Standard,Otisco,Clark County,Indiana,IN
19990,47164,Standard,Palmyra,Harrison County,Indiana,IN
19991,47165,Standard,Pekin,Washington County,Indiana,IN
19992,47166,Standard,Ramsey,Harrison County,Indiana,IN
19993,47167,Standard,Salem,Washington County,Indiana,IN
19994,47170,Standard,Scottsburg,Scott County,Indiana,IN
19995,47172,Standard,Sellersburg,Clark County,Indiana,IN
19996,47174,Standard,Sulphur,Crawford County,Indiana,IN
19997,47175,Standard,Taswell,Crawford County,Indiana,IN
19998,47177,Standard,Underwood,Clark County,Indiana,IN
19999,47190,Standard,Jeffersonville,Clark County,Indiana,IN
20000,47199,Unique,Jeffersonville,Clark County,Indiana,IN
20001,47201,Standard,Columbus,Bartholomew County,Indiana,IN
20002,47202,PO Box,Columbus,Bartholomew County,Indiana,IN
20003,47203,Standard,Columbus,Bartholomew County,Indiana,IN
20004,47220,Standard,Brownstown,Jackson County,Indiana,IN
20005,47223,Standard,Butlerville,Jennings County,Indiana,IN
20006,47224,Standard,Canaan,Switzerland County,Indiana,IN
20007,47225,PO Box,Clarksburg,Decatur County,Indiana,IN
20008,47226,PO Box,Clifford,Bartholomew County,Indiana,IN
20009,47227,Standard,Commiskey,Jennings County,Indiana,IN
20010,47228,PO Box,Cortland,Jackson County,Indiana,IN
20011,47229,Standard,Crothersville,Jackson County,Indiana,IN
20012,47230,Standard,Deputy,Jefferson County,Indiana,IN
20013,47231,Standard,Dupont,Jefferson County,Indiana,IN
20014,47232,Standard,Elizabethtown,Bartholomew County,Indiana,IN
20015,47234,Standard,Flat Rock,Shelby County,Indiana,IN
20016,47235,Standard,Freetown,Jackson County,Indiana,IN
20017,47236,Standard,Grammer,Bartholomew County,Indiana,IN
20018,47240,Standard,Greensburg,Decatur County,Indiana,IN
20019,47243,Standard,Hanover,Jefferson County,Indiana,IN
20020,47244,Standard,Hartsville,Bartholomew County,Indiana,IN
20021,47245,PO Box,Hayden,Jennings County,Indiana,IN
20022,47246,Standard,Hope,Bartholomew County,Indiana,IN
20023,47247,PO Box,Jonesville,Bartholomew County,Indiana,IN
20024,47249,PO Box,Kurtz,Jackson County,Indiana,IN
20025,47250,Standard,Madison,Jefferson County,Indiana,IN
20026,47260,Standard,Medora,Jackson County,Indiana,IN
20027,47261,PO Box,Millhousen,Ripley County,Indiana,IN
20028,47263,PO Box,New Point,Decatur County,Indiana,IN
20029,47264,Standard,Norman,Jackson County,Indiana,IN
20030,47265,Standard,North Vernon,Jennings County,Indiana,IN
20031,47270,Standard,Paris Crossing,Jennings County,Indiana,IN
20032,47272,Standard,Saint Paul,Decatur County,Indiana,IN
20033,47273,Standard,Scipio,Jennings County,Indiana,IN
20034,47274,Standard,Seymour,Jackson County,Indiana,IN
20035,47280,PO Box,Taylorsville,Bartholomew County,Indiana,IN
20036,47281,Standard,Vallonia,Jackson County,Indiana,IN
20037,47282,PO Box,Vernon,Jennings County,Indiana,IN
20038,47283,Standard,Westport,Decatur County,Indiana,IN
20039,47302,Standard,Muncie,Delaware County,Indiana,IN
20040,47303,Standard,Muncie,Delaware County,Indiana,IN
20041,47304,Standard,Muncie,Delaware County,Indiana,IN
20042,47305,Standard,Muncie,Delaware County,Indiana,IN
20043,47306,Unique,Muncie,Delaware County,Indiana,IN
20044,47307,PO Box,Muncie,Delaware County,Indiana,IN
20045,47308,PO Box,Muncie,Delaware County,Indiana,IN
20046,47320,Standard,Albany,Delaware County,Indiana,IN
20047,47322,PO Box,Bentonville,Fayette County,Indiana,IN
20048,47324,PO Box,Boston,Wayne County,Indiana,IN
20049,47325,Standard,Brownsville,Union County,Indiana,IN
20050,47326,Standard,Bryant,Jay County,Indiana,IN
20051,47327,Standard,Cambridge City,Wayne County,Indiana,IN
20052,47330,Standard,Centerville,Wayne County,Indiana,IN
20053,47331,Standard,Connersville,Fayette County,Indiana,IN
20054,47334,Standard,Daleville,Delaware County,Indiana,IN
20055,47335,PO Box,Dublin,Wayne County,Indiana,IN
20056,47336,Standard,Dunkirk,Jay County,Indiana,IN
20057,47337,PO Box,Dunreith,Henry County,Indiana,IN
20058,47338,Standard,Eaton,Delaware County,Indiana,IN
20059,47339,Standard,Economy,Wayne County,Indiana,IN
20060,47340,Standard,Farmland,Randolph County,Indiana,IN
20061,47341,Standard,Fountain City,Wayne County,Indiana,IN
20062,47342,Standard,Gaston,Delaware County,Indiana,IN
20063,47344,PO Box,Greensboro,Henry County,Indiana,IN
20064,47345,Standard,Greens Fork,Wayne County,Indiana,IN
20065,47346,Standard,Hagerstown,Wayne County,Indiana,IN
20066,47348,Standard,Hartford City,Blackford County,Indiana,IN
20067,47351,PO Box,Kennard,Henry County,Indiana,IN
20068,47352,Standard,Lewisville,Henry County,Indiana,IN
20069,47353,Standard,Liberty,Union County,Indiana,IN
20070,47354,Standard,Losantville,Randolph County,Indiana,IN
20071,47355,Standard,Lynn,Randolph County,Indiana,IN
20072,47356,Standard,Middletown,Henry County,Indiana,IN
20073,47357,Standard,Milton,Wayne County,Indiana,IN
20074,47358,Standard,Modoc,Randolph County,Indiana,IN
20075,47359,Standard,Montpelier,Blackford County,Indiana,IN
20076,47360,Standard,Mooreland,Henry County,Indiana,IN
20077,47361,PO Box,Mount Summit,Henry County,Indiana,IN
20078,47362,Standard,New Castle,Henry County,Indiana,IN
20079,47366,PO Box,New Lisbon,Henry County,Indiana,IN
20080,47367,PO Box,Oakville,Delaware County,Indiana,IN
20081,47368,Standard,Parker City,Randolph County,Indiana,IN
20082,47369,Standard,Pennville,Jay County,Indiana,IN
20083,47370,PO Box,Pershing,Wayne County,Indiana,IN
20084,47371,Standard,Portland,Jay County,Indiana,IN
20085,47373,Standard,Redkey,Jay County,Indiana,IN
20086,47374,Standard,Richmond,Wayne County,Indiana,IN
20087,47375,PO Box,Richmond,Wayne County,Indiana,IN
20088,47380,Standard,Ridgeville,Randolph County,Indiana,IN
20089,47381,Standard,Salamonia,Jay County,Indiana,IN
20090,47382,PO Box,Saratoga,Randolph County,Indiana,IN
20091,47383,Standard,Selma,Delaware County,Indiana,IN
20092,47384,Standard,Shirley,Henry County,Indiana,IN
20093,47385,Standard,Spiceland,Henry County,Indiana,IN
20094,47386,Standard,Springport,Henry County,Indiana,IN
20095,47387,Standard,Straughn,Henry County,Indiana,IN
20096,47388,PO Box,Sulphur Springs,Henry County,Indiana,IN
20097,47390,Standard,Union City,Randolph County,Indiana,IN
20098,47392,Standard,Webster,Wayne County,Indiana,IN
20099,47393,Standard,Williamsburg,Wayne County,Indiana,IN
20100,47394,Standard,Winchester,Randolph County,Indiana,IN
20101,47396,Standard,Yorktown,Delaware County,Indiana,IN
20102,47401,Standard,Bloomington,Monroe County,Indiana,IN
20103,47402,PO Box,Bloomington,Monroe County,Indiana,IN
20104,47403,Standard,Bloomington,Monroe County,Indiana,IN
20105,47404,Standard,Bloomington,Monroe County,Indiana,IN
20106,47405,Standard,Bloomington,Monroe County,Indiana,IN
20107,47406,Standard,Bloomington,Monroe County,Indiana,IN
20108,47407,PO Box,Bloomington,Monroe County,Indiana,IN
20109,47408,Standard,Bloomington,Monroe County,Indiana,IN
20110,47420,PO Box,Avoca,Lawrence County,Indiana,IN
20111,47421,Standard,Bedford,Lawrence County,Indiana,IN
20112,47424,Standard,Bloomfield,Greene County,Indiana,IN
20113,47426,PO Box,Clear Creek,Monroe County,Indiana,IN
20114,47427,Standard,Coal City,Owen County,Indiana,IN
20115,47429,Standard,Ellettsville,Monroe County,Indiana,IN
20116,47430,PO Box,Fort Ritner,Lawrence County,Indiana,IN
20117,47431,Standard,Freedom,Owen County,Indiana,IN
20118,47432,Standard,French Lick,Orange County,Indiana,IN
20119,47433,Standard,Gosport,Owen County,Indiana,IN
20120,47434,PO Box,Harrodsburg,Monroe County,Indiana,IN
20121,47435,PO Box,Helmsburg,Brown County,Indiana,IN
20122,47436,Standard,Heltonville,Lawrence County,Indiana,IN
20123,47437,PO Box,Huron,Lawrence County,Indiana,IN
20124,47438,Standard,Jasonville,Greene County,Indiana,IN
20125,47439,PO Box,Koleen,Greene County,Indiana,IN
20126,47441,Standard,Linton,Greene County,Indiana,IN
20127,47443,Standard,Lyons,Greene County,Indiana,IN
20128,47445,PO Box,Midland,Greene County,Indiana,IN
20129,47446,Standard,Mitchell,Lawrence County,Indiana,IN
20130,47448,Standard,Nashville,Brown County,Indiana,IN
20131,47449,Standard,Newberry,Greene County,Indiana,IN
20132,47451,Standard,Oolitic,Lawrence County,Indiana,IN
20133,47452,Standard,Orleans,Orange County,Indiana,IN
20134,47453,Standard,Owensburg,Greene County,Indiana,IN
20135,47454,Standard,Paoli,Orange County,Indiana,IN
20136,47455,PO Box,Patricksburg,Owen County,Indiana,IN
20137,47456,Standard,Quincy,Owen County,Indiana,IN
20138,47457,PO Box,Scotland,Greene County,Indiana,IN
20139,47458,PO Box,Smithville,Monroe County,Indiana,IN
20140,47459,Standard,Solsberry,Greene County,Indiana,IN
20141,47460,Standard,Spencer,Owen County,Indiana,IN
20142,47462,Standard,Springville,Lawrence County,Indiana,IN
20143,47463,PO Box,Stanford,Monroe County,Indiana,IN
20144,47464,PO Box,Stinesville,Monroe County,Indiana,IN
20145,47465,Standard,Switz City,Greene County,Indiana,IN
20146,47467,PO Box,Tunnelton,Lawrence County,Indiana,IN
20147,47468,Standard,Unionville,Monroe County,Indiana,IN
20148,47469,Standard,West Baden Springs,Orange County,Indiana,IN
20149,47470,Standard,Williams,Lawrence County,Indiana,IN
20150,47471,Standard,Worthington,Greene County,Indiana,IN
20151,47490,Unique,Bloomington,Monroe County,Indiana,IN
20152,47501,Standard,Washington,Daviess County,Indiana,IN
20153,47512,Standard,Bicknell,Knox County,Indiana,IN
20154,47513,Standard,Birdseye,Dubois County,Indiana,IN
20155,47514,Standard,Branchville,Perry County,Indiana,IN
20156,47515,Standard,Bristow,Perry County,Indiana,IN
20157,47516,Standard,Bruceville,Knox County,Indiana,IN
20158,47519,Standard,Cannelburg,Daviess County,Indiana,IN
20159,47520,Standard,Cannelton,Perry County,Indiana,IN
20160,47521,Standard,Celestine,Dubois County,Indiana,IN
20161,47522,Standard,Crane,Martin County,Indiana,IN
20162,47523,Standard,Dale,Spencer County,Indiana,IN
20163,47524,Standard,Decker,Knox County,Indiana,IN
20164,47525,Standard,Derby,Perry County,Indiana,IN
20165,47527,Standard,Dubois,Dubois County,Indiana,IN
20166,47528,Standard,Edwardsport,Knox County,Indiana,IN
20167,47529,Standard,Elnora,Daviess County,Indiana,IN
20168,47531,Standard,Evanston,Spencer County,Indiana,IN
20169,47532,Standard,Ferdinand,Dubois County,Indiana,IN
20170,47535,PO Box,Freelandville,Knox County,Indiana,IN
20171,47536,PO Box,Fulda,Spencer County,Indiana,IN
20172,47537,Standard,Gentryville,Spencer County,Indiana,IN
20173,47541,Standard,Holland,Dubois County,Indiana,IN
20174,47542,Standard,Huntingburg,Dubois County,Indiana,IN
20175,47545,PO Box,Ireland,Dubois County,Indiana,IN
20176,47546,Standard,Jasper,Dubois County,Indiana,IN
20177,47547,PO Box,Jasper,Dubois County,Indiana,IN
20178,47549,Unique,Jasper,Dubois County,Indiana,IN
20179,47550,Standard,Lamar,Spencer County,Indiana,IN
20180,47551,Standard,Leopold,Perry County,Indiana,IN
20181,47552,Standard,Lincoln City,Spencer County,Indiana,IN
20182,47553,Standard,Loogootee,Martin County,Indiana,IN
20183,47556,PO Box,Mariah Hill,Spencer County,Indiana,IN
20184,47557,Standard,Monroe City,Knox County,Indiana,IN
20185,47558,Standard,Montgomery,Daviess County,Indiana,IN
20186,47561,Standard,Oaktown,Knox County,Indiana,IN
20187,47562,Standard,Odon,Daviess County,Indiana,IN
20188,47564,Standard,Otwell,Pike County,Indiana,IN
20189,47567,Standard,Petersburg,Pike County,Indiana,IN
20190,47568,Standard,Plainville,Daviess County,Indiana,IN
20191,47573,Standard,Ragsdale,Knox County,Indiana,IN
20192,47574,Standard,Rome,Perry County,Indiana,IN
20193,47575,Standard,Saint Anthony,Dubois County,Indiana,IN
20194,47576,Standard,Saint Croix,Perry County,Indiana,IN
20195,47577,Standard,Saint Meinrad,Spencer County,Indiana,IN
20196,47578,Standard,Sandborn,Knox County,Indiana,IN
20197,47579,Standard,Santa Claus,Spencer County,Indiana,IN
20198,47580,Standard,Schnellville,Dubois County,Indiana,IN
20199,47581,Standard,Shoals,Martin County,Indiana,IN
20200,47584,PO Box,Spurgeon,Pike County,Indiana,IN
20201,47585,Standard,Stendal,Pike County,Indiana,IN
20202,47586,Standard,Tell City,Perry County,Indiana,IN
20203,47588,Standard,Troy,Perry County,Indiana,IN
20204,47590,Standard,Velpen,Pike County,Indiana,IN
20205,47591,Standard,Vincennes,Knox County,Indiana,IN
20206,47596,PO Box,Westphalia,Knox County,Indiana,IN
20207,47597,Standard,Wheatland,Knox County,Indiana,IN
20208,47598,Standard,Winslow,Pike County,Indiana,IN
20209,47601,Standard,Boonville,Warrick County,Indiana,IN
20210,47610,Standard,Chandler,Warrick County,Indiana,IN
20211,47611,Standard,Chrisney,Spencer County,Indiana,IN
20212,47612,Standard,Cynthiana,Posey County,Indiana,IN
20213,47613,Standard,Elberfeld,Warrick County,Indiana,IN
20214,47614,PO Box,Folsomville,Warrick County,Indiana,IN
20215,47615,Standard,Grandview,Spencer County,Indiana,IN
20216,47616,Standard,Griffin,Posey County,Indiana,IN
20217,47617,PO Box,Hatfield,Spencer County,Indiana,IN
20218,47618,PO Box,Inglefield,Vanderburgh County,Indiana,IN
20219,47619,Standard,Lynnville,Warrick County,Indiana,IN
20220,47620,Standard,Mount Vernon,Posey County,Indiana,IN
20221,47629,PO Box,Newburgh,Warrick County,Indiana,IN
20222,47630,Standard,Newburgh,Warrick County,Indiana,IN
20223,47631,Standard,New Harmony,Posey County,Indiana,IN
20224,47633,Standard,Poseyville,Posey County,Indiana,IN
20225,47634,Standard,Richland,Spencer County,Indiana,IN
20226,47635,Standard,Rockport,Spencer County,Indiana,IN
20227,47637,Standard,Tennyson,Warrick County,Indiana,IN
20228,47638,Standard,Wadesville,Posey County,Indiana,IN
20229,47639,Standard,Haubstadt,Gibson County,Indiana,IN
20230,47640,Standard,Hazleton,Gibson County,Indiana,IN
20231,47647,Standard,Buckskin,Gibson County,Indiana,IN
20232,47648,Standard,Fort Branch,Gibson County,Indiana,IN
20233,47649,Standard,Francisco,Gibson County,Indiana,IN
20234,47654,PO Box,Mackey,Gibson County,Indiana,IN
20235,47660,Standard,Oakland City,Gibson County,Indiana,IN
20236,47665,Standard,Owensville,Gibson County,Indiana,IN
20237,47666,Standard,Patoka,Gibson County,Indiana,IN
20238,47670,Standard,Princeton,Gibson County,Indiana,IN
20239,47683,PO Box,Somerville,Gibson County,Indiana,IN
20240,47701,PO Box,Evansville,Vanderburgh County,Indiana,IN
20241,47702,PO Box,Evansville,Vanderburgh County,Indiana,IN
20242,47703,PO Box,Evansville,Vanderburgh County,Indiana,IN
20243,47704,PO Box,Evansville,Vanderburgh County,Indiana,IN
20244,47705,PO Box,Evansville,Vanderburgh County,Indiana,IN
20245,47706,PO Box,Evansville,Vanderburgh County,Indiana,IN
20246,47708,Standard,Evansville,Vanderburgh County,Indiana,IN
20247,47710,Standard,Evansville,Vanderburgh County,Indiana,IN
20248,47711,Standard,Evansville,Vanderburgh County,Indiana,IN
20249,47712,Standard,Evansville,Vanderburgh County,Indiana,IN
20250,47713,Standard,Evansville,Vanderburgh County,Indiana,IN
20251,47714,Standard,Evansville,Vanderburgh County,Indiana,IN
20252,47715,Standard,Evansville,Vanderburgh County,Indiana,IN
20253,47716,PO Box,Evansville,Vanderburgh County,Indiana,IN
20254,47719,PO Box,Evansville,Vanderburgh County,Indiana,IN
20255,47720,Standard,Evansville,Vanderburgh County,Indiana,IN
20256,47721,Unique,Evansville,Vanderburgh County,Indiana,IN
20257,47722,Unique,Evansville,Vanderburgh County,Indiana,IN
20258,47724,PO Box,Evansville,Vanderburgh County,Indiana,IN
20259,47725,Standard,Evansville,Vanderburgh County,Indiana,IN
20260,47727,Unique,Evansville,Vanderburgh County,Indiana,IN
20261,47728,PO Box,Evansville,Vanderburgh County,Indiana,IN
20262,47730,PO Box,Evansville,Vanderburgh County,Indiana,IN
20263,47731,PO Box,Evansville,Vanderburgh County,Indiana,IN
20264,47732,PO Box,Evansville,Vanderburgh County,Indiana,IN
20265,47733,PO Box,Evansville,Vanderburgh County,Indiana,IN
20266,47734,PO Box,Evansville,Vanderburgh County,Indiana,IN
20267,47735,PO Box,Evansville,Vanderburgh County,Indiana,IN
20268,47736,PO Box,Evansville,Vanderburgh County,Indiana,IN
20269,47737,PO Box,Evansville,Vanderburgh County,Indiana,IN
20270,47739,Unique,Evansville,Vanderburgh County,Indiana,IN
20271,47740,Unique,Evansville,Vanderburgh County,Indiana,IN
20272,47741,Unique,Evansville,Vanderburgh County,Indiana,IN
20273,47744,Unique,Evansville,Vanderburgh County,Indiana,IN
